Date,Close
2013-08-05,24.540000915527344
2013-08-12,23.735000610351562
2013-08-19,23.424999237060547
2013-08-26,22.815000534057617
2013-09-02,22.975000381469727
2013-09-09,23.610000610351562
2013-09-16,23.875
2013-09-23,24.454999923706055
2013-09-30,24.454999923706055
2013-10-07,25.454999923706055
2013-10-14,25.850000381469727
2013-10-21,26.375
2013-10-28,25.020000457763672
2013-11-04,26.045000076293945
2013-11-11,25.825000762939453
2013-11-18,26.774999618530273
2013-11-25,27.475000381469727
2013-12-02,28.05500030517578
2013-12-09,27.395000457763672
2013-12-16,28.280000686645508
2013-12-23,30.125
2013-12-30,28.934999465942383
2014-01-06,27.709999084472656
2014-01-13,26.565000534057617
2014-01-20,25.735000610351562
2014-01-27,25.190000534057617
2014-02-03,25.024999618530273
2014-02-10,25.915000915527344
2014-02-17,26.225000381469727
2014-02-24,26.28499984741211
2014-03-03,29.104999542236328
2014-03-10,29.6299991607666
2014-03-17,29.479999542236328
2014-03-24,28.7549991607666
2014-03-31,30.834999084472656
2014-04-07,30.344999313354492
2014-04-14,31.21500015258789
2014-04-21,30.09000015258789
2014-04-28,29.704999923706055
2014-05-05,30.110000610351562
2014-05-12,31.889999389648438
2014-05-19,34.22999954223633
2014-05-26,34.880001068115234
2014-06-02,36.2400016784668
2014-06-09,34.86000061035156
2014-06-16,36.564998626708984
2014-06-23,37.10499954223633
2014-06-30,37.779998779296875
2014-07-07,38.30500030517578
2014-07-14,39.244998931884766
2014-07-21,39.64500045776367
2014-07-28,34.98500061035156
2014-08-04,37.42499923706055
2014-08-11,38.45000076293945
2014-08-18,37.95500183105469
2014-08-25,39.55500030517578
2014-09-01,40.375
2014-09-08,42.494998931884766
2014-09-15,45.525001525878906
2014-09-22,42.73500061035156
2014-09-29,46.154998779296875
2014-10-06,46.970001220703125
2014-10-13,39.875
2014-10-20,42.525001525878906
2014-10-27,43.89500045776367
2014-11-03,43.029998779296875
2014-11-10,41.68000030517578
2014-11-17,42.459999084472656
2014-11-24,41.880001068115234
2014-12-01,43.130001068115234
2014-12-08,40.22999954223633
2014-12-15,43.630001068115234
2014-12-22,40.13999938964844
2014-12-29,38.650001525878906
2015-01-05,37.689998626708984
2015-01-12,36.08000183105469
2015-01-19,37.150001525878906
2015-01-26,35.04999923706055
2015-02-02,36.040000915527344
2015-02-09,35.72999954223633
2015-02-16,36.900001525878906
2015-02-23,37.630001068115234
2015-03-02,36.27000045776367
2015-03-09,37.13999938964844
2015-03-16,38.84000015258789
2015-03-23,39.08000183105469
2015-03-30,38.7400016784668
2015-04-06,39.2400016784668
2015-04-13,40.0
2015-04-20,41.0
2015-04-27,45.5
2015-05-04,43.0
2015-05-11,54.95000076293945
2015-05-18,57.45000076293945
2015-05-25,56.689998626708984
2015-06-01,56.279998779296875
2015-06-08,55.529998779296875
2015-06-15,54.220001220703125
2015-06-22,54.79999923706055
2015-06-29,52.810001373291016
2015-07-06,54.220001220703125
2015-07-13,53.88999938964844
2015-07-20,51.5099983215332
2015-07-27,54.15999984741211
2015-08-03,54.540000915527344
2015-08-10,52.16999816894531
2015-08-17,49.66999816894531
2015-08-24,50.25
2015-08-31,52.939998626708984
2015-09-07,56.459999084472656
2015-09-14,55.720001220703125
2015-09-21,57.63999938964844
2015-09-28,59.47999954223633
2015-10-05,55.70000076293945
2015-10-12,60.400001525878906
2015-10-19,60.310001373291016
2015-10-26,53.459999084472656
2015-11-02,57.790000915527344
2015-11-09,54.16999816894531
2015-11-16,56.77000045776367
2015-11-23,55.970001220703125
2015-11-30,48.970001220703125
2015-12-07,46.529998779296875
2015-12-14,47.52000045776367
2015-12-21,49.4900016784668
2015-12-28,46.34000015258789
2016-01-04,46.099998474121094
2016-01-11,49.38999938964844
2016-01-18,48.630001068115234
2016-01-25,50.470001220703125
2016-02-01,46.5099983215332
2016-02-08,46.90999984741211
2016-02-15,49.349998474121094
2016-02-22,52.439998626708984
2016-02-29,50.380001068115234
2016-03-07,51.40999984741211
2016-03-14,52.689998626708984
2016-03-21,50.119998931884766
2016-03-28,52.0099983215332
2016-04-04,51.13999938964844
2016-04-11,51.939998626708984
2016-04-18,50.65999984741211
2016-04-25,50.7599983215332
2016-05-02,51.650001525878906
2016-05-09,48.880001068115234
2016-05-16,45.45000076293945
2016-05-23,45.7400016784668
2016-05-30,44.43000030517578
2016-06-06,42.040000915527344
2016-06-13,40.810001373291016
2016-06-20,41.81999969482422
2016-06-27,44.59000015258789
2016-07-04,45.619998931884766
2016-07-11,44.150001525878906
2016-07-18,40.58000183105469
2016-07-25,41.900001525878906
2016-08-01,43.38999938964844
2016-08-08,42.04999923706055
2016-08-15,43.709999084472656
2016-08-22,44.08000183105469
2016-08-29,43.779998779296875
2016-09-05,43.459999084472656
2016-09-12,42.2400016784668
2016-09-19,42.16999816894531
2016-09-26,38.540000915527344
2016-10-03,38.59000015258789
2016-10-10,38.41999816894531
2016-10-17,37.04999923706055
2016-10-24,38.15999984741211
2016-10-31,36.5
2016-11-07,40.95000076293945
2016-11-14,40.0
2016-11-21,40.349998474121094
2016-11-28,39.650001525878906
2016-12-05,40.20000076293945
2016-12-12,43.25
2016-12-19,44.95000076293945
2016-12-26,44.18000030517578
2017-01-02,43.04999923706055
2017-01-09,43.0
2017-01-16,43.5
2017-01-23,41.400001525878906
2017-01-30,41.150001525878906
2017-02-06,39.400001525878906
2017-02-13,38.650001525878906
2017-02-20,37.95000076293945
2017-02-27,37.400001525878906
2017-03-06,38.79999923706055
2017-03-13,38.5
2017-03-20,37.349998474121094
2017-03-27,36.79999923706055
2017-04-03,37.20000076293945
2017-04-10,38.58000183105469
2017-04-17,39.54999923706055
2017-04-24,37.75
2017-05-01,37.849998474121094
2017-05-08,37.150001525878906
2017-05-15,38.900001525878906
2017-05-22,40.650001525878906
2017-05-29,38.54999923706055
2017-06-05,38.5
2017-06-12,37.349998474121094
2017-06-19,38.099998474121094
2017-06-26,39.599998474121094
2017-07-03,38.45000076293945
2017-07-10,36.20000076293945
2017-07-17,37.099998474121094
2017-07-24,38.349998474121094
2017-07-31,36.70000076293945
2017-08-07,36.29999923706055
2017-08-14,35.29999923706055
2017-08-21,34.599998474121094
2017-08-28,35.650001525878906
2017-09-04,37.400001525878906
2017-09-11,39.400001525878906
2017-09-18,40.95000076293945
2017-09-25,41.099998474121094
2017-10-02,42.349998474121094
2017-10-09,41.29999923706055
2017-10-16,42.29999923706055
2017-10-23,44.79999923706055
2017-10-30,44.400001525878906
2017-11-06,44.04999923706055
2017-11-13,46.0
2017-11-20,47.150001525878906
