Date,Open,High,Low,Close,Volume
2021-12-27,9.699999809265137,9.770000457763672,9.574999809265137,9.739999771118164,68500
2022-01-03,9.711000442504885,9.800000190734863,9.65999984741211,9.699999809265137,65200
2022-01-10,9.663000106811523,9.710000038146973,9.630000114440918,9.68000030517578,35500
2022-01-17,9.68000030517578,9.710000038146973,9.663000106811523,9.699999809265137,13800
2022-01-24,9.699999809265137,9.699999809265137,8.739999771118164,9.68000030517578,5400
2022-01-31,9.699999809265137,9.710000038146973,9.600000381469728,9.649999618530272,8600
2022-02-07,9.710000038146973,9.729999542236328,9.710000038146973,9.729999542236328,2300
2022-02-14,9.6850004196167,9.6899995803833,9.670000076293944,9.6899995803833,1000
2022-02-21,9.6899995803833,9.6899995803833,9.64799976348877,9.664999961853027,314900
2022-02-28,9.664999961853027,9.760000228881836,9.649999618530272,9.760000228881836,176600
2022-03-07,9.760000228881836,9.760000228881836,9.699999809265137,9.699999809265137,152600
2022-03-14,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0
2022-03-21,9.699999809265137,9.800000190734863,9.699999809265137,9.774999618530272,132400
2022-03-28,9.774999618530272,9.774999618530272,9.774999618530272,9.774999618530272,0
2022-04-04,9.774999618530272,9.81999969482422,9.75,9.779999732971191,37400
2022-04-11,9.75,9.789999961853027,9.75,9.789999961853027,2300
2022-04-18,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0
2022-04-25,9.789999961853027,9.8100004196167,9.789999961853027,9.8100004196167,500
2022-05-02,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,3600
2022-05-09,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,0
2022-05-16,9.8100004196167,9.8100004196167,9.729999542236328,9.729999542236328,89400
2022-05-23,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0
2022-05-30,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0
2022-06-06,9.729999542236328,9.760000228881836,9.720000267028809,9.75,400
2022-06-13,9.75,9.75,9.75,9.75,0
2022-06-20,9.760000228881836,9.760000228881836,9.720000267028809,9.739999771118164,44200
2022-06-27,9.739999771118164,9.75,9.739999771118164,9.75,8300
2022-07-04,9.75,9.75,9.739999771118164,9.739999771118164,300
2022-07-11,9.75,9.800000190734863,9.75,9.800000190734863,130400
2022-07-18,9.800000190734863,9.800000190734863,9.779999732971191,9.800000190734863,344900
2022-07-25,9.800000190734863,9.81999969482422,9.800000190734863,9.81999969482422,37000
2022-08-01,9.81999969482422,9.81999969482422,9.800000190734863,9.81999969482422,625900
2022-08-08,9.81999969482422,9.81999969482422,9.760000228881836,9.81999969482422,480400
2022-08-15,9.81999969482422,9.81999969482422,9.800000190734863,9.800000190734863,2400
2022-08-22,9.800000190734863,9.869999885559082,9.729999542236328,9.789999961853027,507600
2022-08-29,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0
2022-09-05,9.779999732971191,9.800000190734863,9.770000457763672,9.800000190734863,700
2022-09-12,9.829999923706056,9.920000076293944,9.829999923706056,9.890000343322754,565800
2022-09-19,9.8100004196167,9.8100004196167,9.800000190734863,9.800000190734863,3700
2022-09-26,9.800000190734863,9.890000343322754,9.800000190734863,9.890000343322754,101800
2022-10-03,9.890000343322754,9.9399995803833,9.890000343322754,9.9399995803833,201400
2022-10-10,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,100000
2022-10-17,9.890000343322754,9.899999618530272,9.880000114440918,9.880000114440918,323500
2022-10-24,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,0
2022-10-31,9.920000076293944,9.94499969482422,9.890000343322754,9.920000076293944,220400
2022-11-07,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,0
2022-11-14,9.970000267028809,9.970000267028809,9.899999618530272,9.960000038146973,2500
2022-11-21,9.960000038146973,9.979999542236328,9.9399995803833,9.979999542236328,12700
2022-11-28,10.0,10.0,9.970000267028809,9.979999542236328,12700
2022-12-05,10.0,10.017999649047852,9.994999885559082,10.0,93000
2022-12-12,10.0,10.050000190734863,10.0,10.020000457763672,6800
2022-12-19,10.020000457763672,10.140000343322754,10.020000457763672,10.140000343322754,29200
2022-12-26,10.039999961853027,10.079999923706056,10.039999961853027,10.0600004196167,35600
2023-01-02,10.0600004196167,10.149999618530272,10.0600004196167,10.079999923706056,481800
2023-01-09,10.079999923706056,10.109999656677246,10.079999923706056,10.109999656677246,1700
2023-01-16,10.109999656677246,10.130000114440918,10.109999656677246,10.119999885559082,56300
2023-01-23,10.119999885559082,10.140000343322754,10.114999771118164,10.140000343322754,176300
2023-01-30,10.140000343322754,10.175000190734863,10.140000343322754,10.175000190734863,835000
2023-02-06,10.229999542236328,10.229999542236328,10.149999618530272,10.18000030517578,39800
2023-02-13,10.270000457763672,10.270000457763672,10.199999809265137,10.210000038146973,8700
2023-02-20,10.210000038146973,10.289999961853027,10.210000038146973,10.229999542236328,19700
2023-02-27,10.229999542236328,10.229999542236328,10.229999542236328,10.229999542236328,3500
2023-03-06,10.229999542236328,10.229999542236328,10.229999542236328,10.229999542236328,1400
2023-03-13,10.229999542236328,10.25,10.229999542236328,10.25,1600
2023-03-20,10.25,10.270000457763672,10.25,10.270000457763672,1800
2023-03-27,10.279999732971191,10.279999732971191,10.270000457763672,10.270000457763672,2800
2023-04-03,10.270000457763672,10.300000190734863,10.270000457763672,10.279999732971191,12600
2023-04-10,10.279999732971191,10.279999732971191,10.279999732971191,10.279999732971191,0
2023-04-17,10.279999732971191,10.300000190734863,10.279999732971191,10.300000190734863,2100
2023-04-24,10.510000228881836,10.510000228881836,10.300000190734863,10.359999656677246,112300
2023-05-01,10.329999923706056,10.359999656677246,10.329999923706056,10.359999656677246,37600
2023-05-08,10.34000015258789,10.359999656677246,10.34000015258789,10.359999656677246,71000
2023-05-15,10.359999656677246,10.449999809265137,10.359999656677246,10.369999885559082,106400
2023-05-22,10.369999885559082,10.399999618530272,10.369999885559082,10.380000114440918,82400
2023-05-29,10.380000114440918,10.390000343322754,10.380000114440918,10.390000343322754,100
2023-06-05,10.390000343322754,10.40999984741211,10.390000343322754,10.395000457763672,17700
2023-06-12,10.399999618530272,10.4399995803833,10.399999618530272,10.40999984741211,432700
2023-06-19,10.40999984741211,10.425000190734863,10.40999984741211,10.420000076293944,423800
2023-06-26,10.420000076293944,10.4350004196167,10.420000076293944,10.4350004196167,1503300
2023-07-03,10.4399995803833,10.460000038146973,10.4399995803833,10.460000038146973,3700
2023-07-10,10.460000038146973,10.479999542236328,10.460000038146973,10.470000267028809,38600
2023-07-17,10.470000267028809,10.489999771118164,10.470000267028809,10.470000267028809,20900
2023-07-24,10.470000267028809,10.489999771118164,10.470000267028809,10.489999771118164,1000
2023-07-31,10.489999771118164,10.489999771118164,10.489999771118164,10.489999771118164,12100
2023-08-07,10.489999771118164,10.5,10.489999771118164,10.5,15300
