Date,Close2013-08-05,33.0615
2013-08-12,33.4692
2013-08-19,34.1059
2013-08-26,33.3619
2013-09-02,33.927
2013-09-09,34.6638
2013-09-16,37.3033
2013-09-23,36.9313
2013-09-30,37.0386
2013-10-07,36.8097
2013-10-14,37.9041
2013-10-21,37.103
2013-10-28,36.5522
2013-11-04,36.3233
2013-11-11,39.2918
2013-11-18,38.5193
2013-11-25,38.319
2013-12-02,39.2203
2013-12-09,39.4564
2013-12-16,40.7439
2013-12-23,40.8941
2013-12-30,40.7153
2014-01-06,42.1531
2014-01-13,43.4263
2014-01-20,41.3949
2014-01-27,41.5951
2014-02-03,42.5036
2014-02-10,39.5207
2014-02-17,40.3004
2014-02-24,40.7225
2014-03-03,41.7883
2014-03-10,39.6567
2014-03-17,40.1216
2014-03-24,39.1202
2014-03-31,39.7496
2014-04-07,37.7468
2014-04-14,39.0916
2014-04-21,38.9056
2014-04-28,39.0129
2014-05-05,39.6209
2014-05-12,39.3634
2014-05-19,40.186
2014-05-26,40.7296
2014-06-02,42.2103
2014-06-09,41.8455
2014-06-16,42.0386
2014-06-23,41.1302
2014-06-30,41.8169
2014-07-07,40.4864
2014-07-14,40.1645
2014-07-21,40.4363
2014-07-28,40.1073
2014-08-04,39.5136
2014-08-11,41.1874
2014-08-18,41.2303
2014-08-25,40.887
2014-09-01,41.4306
2014-09-08,41.917
2014-09-15,41.6667
2014-09-22,40.4149
2014-09-29,40.7082
2014-10-06,38.3691
2014-10-13,37.3891
2014-10-20,38.6624
2014-10-27,39.5422
2014-11-03,40.93
2014-11-10,41.57
2014-11-17,42.25
2014-11-24,42.74
2014-12-01,42.3
2014-12-08,39.72
2014-12-15,41.38
2014-12-22,41.38
2014-12-29,40.56
2015-01-05,40.59
2015-01-12,38.25
2015-01-19,38.81
2015-01-26,37.77
2015-02-02,39.34
2015-02-09,40.15
2015-02-16,41.95
2015-02-23,42.21
2015-03-02,41.53
2015-03-09,40.87
2015-03-16,42.21
2015-03-23,41.11
2015-03-30,42.05
2015-04-06,43.55
2015-04-13,42.98
2015-04-20,42.49
2015-04-27,41.83
2015-05-04,42.5
2015-05-11,42.04
2015-05-18,42.5
2015-05-25,41.19
2015-06-01,40.31
2015-06-08,39.84
2015-06-15,39.49
2015-06-22,40.02
2015-06-29,39.58
2015-07-06,39.4
2015-07-13,39.95
2015-07-20,39.31
2015-07-27,40.95
2015-08-03,39.99
2015-08-10,38.65
2015-08-17,36.23
2015-08-24,36.51
2015-08-31,35.06
2015-09-07,35.96
2015-09-14,35.74
2015-09-21,34.45
2015-09-28,34.67
2015-10-05,36.23
2015-10-12,35.78
2015-10-19,37.11
2015-10-26,37.76
2015-11-02,38.14
2015-11-09,36.77
2015-11-16,39.28
2015-11-23,41.97
2015-11-30,41.1
2015-12-07,40.19
2015-12-14,40.1
2015-12-21,42.14
2015-12-28,41.81
2016-01-04,38.59
2016-01-11,37.11
2016-01-18,37.98
2016-01-25,37.65
2016-02-01,36.04
2016-02-08,36.22
2016-02-15,37.44
2016-02-22,37.59
2016-02-29,39.34
2016-03-07,39.23
2016-03-14,40.19
2016-03-21,39.43
2016-03-28,40.31
2016-04-04,39.54
2016-04-11,40.91
2016-04-18,41.8
2016-04-25,40.92
2016-05-02,41.43
2016-05-09,42.62
2016-05-16,44.89
2016-05-23,45.82
2016-05-30,45.72
2016-06-06,45.36
2016-06-13,45.36
2016-06-20,44.12
2016-06-27,44.6
2016-07-04,45.48
2016-07-11,46.67
2016-07-18,46.58
2016-07-25,48.11
2016-08-01,47.49
2016-08-08,48.14
2016-08-15,47.62
2016-08-22,47.32
2016-08-29,47
2016-09-05,44.88
2016-09-12,44.79
2016-09-19,46.61
2016-09-26,47.09
2016-10-03,47.38
2016-10-10,45.08
2016-10-17,45.57
2016-10-24,43.22
2016-10-31,44.32
2016-11-07,46.37
2016-11-14,45.04
2016-11-21,44.89
2016-11-28,44.03
2016-12-05,46.3
2016-12-12,45.91
2016-12-19,46.2
2016-12-26,45.56
2017-01-02,47.99
2017-01-09,48.69
2017-01-16,47.62
2017-01-23,48.65
2017-01-30,49.38
2017-02-06,50.36
2017-02-13,51.63
2017-02-20,51.74
2017-02-27,51.98
2017-03-06,52.15
2017-03-13,53.31
2017-03-20,53.08
2017-03-27,52.87
2017-04-03,52.84
2017-04-10,52.33
2017-04-17,53.27
2017-04-24,55.05
2017-05-01,56.64
2017-05-08,56.16
2017-05-15,56.13
2017-05-22,59.51
2017-05-29,60.81
2017-06-05,59.21
2017-06-12,59.51
2017-06-19,59.77
2017-06-26,59.31
2017-07-03,59.63
2017-07-10,61.52
2017-07-17,61.37
2017-07-24,60.08
2017-07-31,60.13
2017-08-07,59.33
2017-08-14,61.25
2017-08-21,62.9
2017-08-28,64.38
2017-09-04,65.02
2017-09-11,65.96
2017-09-18,65.78
2017-09-25,64.2
2017-10-02,66.36
2017-10-09,66.99
2017-10-16,67.25
2017-10-23,67.97
2017-10-30,68.37
2017-11-06,66.81
2017-11-13,68.79
2017-11-20,69.36
2017-11-27,68.69
2017-12-04,67.38
2017-12-11,67.61
2017-12-18,67.35
2017-12-25,66.97
2018-01-01,69.9
2018-01-08,71.73
2018-01-15,73.07
2018-01-22,74.82
2018-01-29,71.25
2018-02-05,66.98
2018-02-12,71.97
2018-02-19,70.7
2018-02-26,67.51
2018-03-05,71.13
2018-03-12,69.9
2018-03-19,66.06
2018-03-26,66.9
2018-04-02,63.65
2018-04-09,67.21
2018-04-16,67.55
2018-04-23,66.28
2018-04-30,67
2018-05-07,69.45
2018-05-14,64.32
2018-05-21,63.15
