Date,Open,High,Low,Close,Volume
2013-08-05,64.44000244140625,65.02999877929688,64.22000122070312,64.7699966430664,3282361
2013-08-12,64.0199966430664,64.98999786376953,63.08000183105469,64.0,12538321
2013-08-19,64.2300033569336,64.5,63.58000183105469,64.41999816894531,9921349
2013-08-26,64.58000183105469,66.37999725341797,64.19000244140625,64.58999633789062,9005377
2013-09-02,64.58999633789062,65.08999633789062,64.37999725341797,64.91000366210938,6560992
2013-09-09,64.41000366210938,65.83999633789062,64.37000274658203,65.48999786376953,8891219
2013-09-16,66.19999694824219,66.55999755859375,64.9000015258789,65.88999938964844,12500102
2013-09-23,65.9000015258789,65.97000122070312,65.30999755859375,65.87999725341797,11098441
2013-09-30,65.75,66.05010223388672,64.9000015258789,65.48999786376953,9633571
2013-10-07,64.48999786376953,65.1760025024414,63.27000045776367,64.55999755859375,12466530
2013-10-14,64.70999908447266,66.9800033569336,64.61000061035156,66.94000244140625,7754892
2013-10-21,66.97000122070312,69.12000274658203,66.86000061035156,68.83000183105469,16016812
2013-10-28,68.7699966430664,70.19000244140625,66.37000274658203,66.80999755859375,19229561
2013-11-04,67.08000183105469,67.5,65.58999633789062,66.06999969482422,10445999
2013-11-11,66.29000091552734,67.54000091552734,65.04000091552734,67.51000213623047,10889979
2013-11-18,68.47000122070312,68.47000122070312,67.4000015258789,68.16000366210938,8335624
2013-11-25,67.83000183105469,67.87999725341797,66.55000305175781,66.69999694824219,4756105
2013-12-02,66.33000183105469,67.7699966430664,65.58000183105469,67.69999694824219,11181367
2013-12-09,67.87000274658203,68.52999877929688,66.48999786376953,66.56999969482422,13503372
2013-12-16,67.2300033569336,69.75,67.19999694824219,69.55000305175781,11375849
2013-12-23,70.31999969482422,71.4800033569336,69.94000244140625,71.06999969482422,6209324
2013-12-30,71.13999938964844,71.2938003540039,70.56500244140625,70.77999877929688,6918735
2014-01-06,70.54000091552734,72.05000305175781,70.27999877929688,72.0,13409593
2014-01-13,71.51000213623047,72.05999755859375,70.5199966430664,70.56999969482422,19581979
2014-01-20,70.56999969482422,72.91000366210938,70.56999969482422,71.05000305175781,21648202
2014-01-27,71.1500015258789,71.63999938964844,69.05999755859375,69.0999984741211,21499014
2014-02-03,68.69000244140625,69.2300033569336,67.75,69.20999908447266,11930023
2014-02-10,69.13999938964844,71.58999633789062,68.94999694824219,71.58999633789062,10142479
2014-02-17,71.58999633789062,73.76000213623047,71.58999633789062,73.47000122070312,9617564
2014-02-24,73.25,74.16999816894531,72.3499984741211,72.87000274658203,9237942
2014-03-03,72.05000305175781,73.31400299072266,71.68499755859375,72.80999755859375,9127214
2014-03-10,72.77999877929688,73.30000305175781,71.02999877929688,71.37000274658203,12267971
2014-03-17,71.97000122070312,72.58999633789062,70.62999725341797,71.26000213623047,9280031
2014-03-24,71.61000061035156,73.32499694824219,70.95999908447266,73.29000091552734,7548212
2014-03-31,73.37999725341797,73.72000122070312,72.94000244140625,73.19000244140625,7295592
2014-04-07,73.45999908447266,74.5199966430664,73.0999984741211,73.33000183105469,13669098
2014-04-14,73.62999725341797,75.83000183105469,73.43000030517578,75.69999694824219,8335477
2014-04-21,75.48999786376953,75.84400177001953,75.16999816894531,75.45999908447266,7602580
2014-04-28,75.75,79.69000244140625,75.5999984741211,79.43000030517578,21027692
2014-05-05,79.19999694824219,80.83000183105469,79.12000274658203,79.62000274658203,14137390
2014-05-12,80.22000122070312,80.30000305175781,78.30000305175781,78.94000244140625,8273399
2014-05-19,79.33000183105469,79.87000274658203,78.52999877929688,79.08999633789062,12142003
2014-05-26,79.08999633789062,79.16000366210938,78.1500015258789,78.5999984741211,11586729
2014-06-02,78.9800033569336,79.4000015258789,78.27839660644531,79.3499984741211,7108324
2014-06-09,79.51000213623047,80.69000244140625,78.75,80.5,6290884
2014-06-16,80.88999938964844,82.66999816894531,80.16999816894531,82.3499984741211,8726914
2014-06-23,82.81999969482422,82.86000061035156,81.0,82.2300033569336,8851833
2014-06-30,82.30000305175781,83.41999816894531,82.04000091552734,82.43000030517578,5521860
2014-07-07,82.33000183105469,82.43000030517578,80.79000091552734,81.87000274658203,7073078
2014-07-14,82.18000030517578,83.22010040283203,81.87000274658203,82.2300033569336,7375090
2014-07-21,81.43000030517578,82.7699966430664,81.31999969482422,81.98999786376953,4249009
2014-07-28,81.63999938964844,82.9800033569336,80.12999725341797,81.2699966430664,10847630
2014-08-04,81.5199966430664,82.26000213623047,79.73999786376953,80.37999725341797,8778494
2014-08-11,80.25,80.79000091552734,78.72000122070312,79.80000305175781,6890632
2014-08-18,80.41000366210938,80.91519927978516,79.05000305175781,79.26000213623047,6827475
2014-08-25,79.48999786376953,81.28189849853516,79.11000061035156,80.97000122070312,8032715
2014-09-01,80.97000122070312,80.97000122070312,79.66999816894531,80.16999816894531,5898957
2014-09-08,78.94000244140625,79.08000183105469,77.25,77.45999908447266,8965304
2014-09-15,77.23999786376953,79.11000061035156,77.0999984741211,78.75,5167607
2014-09-22,78.44000244140625,78.62999725341797,75.7699966430664,76.5999984741211,6961320
2014-09-29,76.69000244140625,76.93990325927734,73.12999725341797,73.55000305175781,8705669
2014-10-06,73.30000305175781,74.58999633789062,70.19999694824219,70.33000183105469,13899370
2014-10-13,70.9000015258789,71.13999938964844,65.68000030517578,68.72000122070312,27726971
2014-10-20,67.5999984741211,71.08000183105469,67.41999816894531,70.9000015258789,19587723
2014-10-27,70.3499984741211,72.19989776611328,70.02999877929688,71.79000091552734,9147879
2014-11-03,70.87999725341797,71.04000091552734,68.19000244140625,71.0,14526208
2014-11-10,71.37000274658203,71.4800033569336,68.20999908447266,69.37999725341797,11603376
2014-11-17,68.75,72.0,68.6500015258789,71.80000305175781,10610637
2014-11-24,71.08000183105469,71.69999694824219,66.29000091552734,66.41000366210938,12053945
2014-12-01,66.75,69.3499984741211,66.43000030517578,67.12999725341797,15462095
2014-12-08,66.27999877929688,66.41000366210938,62.25,62.31999969482422,20695743
2014-12-15,62.52000045776367,68.69999694824219,60.84000015258789,68.69000244140625,22835396
2014-12-22,68.52999877929688,69.5,67.33000183105469,68.91999816894531,10613751
